,mid,title,released,director,boxoffice,inf_adj_boxoffice,cr,wicar
1241,tt0150113,Chilsu wa Mansu,11-16-1988,Kwang-su Park,0,0,0,0
766,tt0103795,Bereullin ripoteu,06-08-1991,Kwang-su Park,0,0,0,0
3163,tt0107005,Geu seome gago shibda,12-25-1993,Kwang-su Park,0,0,0,0
2564,tt0208590,Lee Jae-sueui nan,06-26-1999,Kwang-su Park,0,0,0,0
713,tt0356205,Yee san,05-22-1999,Kwok Fai Lau,0,0,0,0
3637,tt0100960,Wu hui xing dong,06-01-1990,Kwok-Ho Lau,0,0,0,0
249,tt10907990,Magic Card,10-16-2015,Kwok-Man Keung,0,0,0,0
1657,tt9402676,Doeorak,12-05-2018,Kwon Lee,0,0,0,0
918,tt0423461,Uri hyeong,10-08-2004,Kwon-tae Ahn,0,0,0,0
575,tt3153628,Kang-cheol-i,10-02-2013,Kwon-tae Ahn,0,0,0,0
450,tt0082704,Mandala,09-12-1981,Kwon-taek Im,0,0,0,0
1159,tt0084457,The Polluted One,09-25-1982,Kwon-taek Im,0,0,0,0
580,tt0083558,Angae maeul,02-12-1983,Kwon-taek Im,0,0,0,0
8,tt0111348,Taebaek sanmaek,09-17-1994,Kwon-taek Im,0,0,0,0
4454,tt0115855,Chukje,06-06-1996,Kwon-taek Im,0,0,0,0
1847,tt0317234,Chihwaseon,05-10-2002,Kwon-taek Im,"$64,029",89698.2261,0,0
2018,tt2006830,Sam-geo-ri Geuk-jang,11-23-2006,Kye Soo Jeon,0,0,0,0
544,tt0326022,Lie Down Like Grass,08-13-1983,Kyeong-tae Lee,0,0,0,0
1862,tt7042232,Assassin,06-20-2017,Kyle Acosta,0,0,0,0
2546,tt2293640,Minions,07-10-2015,"Kyle Balda, Pierre Coffin","$336,045,770",378589164.5,0,0
2631,tt3469046,Despicable Me 3,06-30-2017,"Kyle Balda, Pierre Coffin, Eric Guillon","$264,624,300",286958590.9,0,0
2385,tt0383478,Love Comes to the Executioner,08-15-2006,Kyle Bergersen,0,0,0,0
52,tt0403933,Chasing Ghosts,09-30-2005,"Kyle Dean Jackson, Alan Pao",0,0,0,0
1568,tt1483010,Logan,09-10-2010,"Kyle Lawrence, Caleb Doyle","$7,137",8793.4977,0,0
158,tt3317234,"Game Over, Man!",03-23-2018,Kyle Newacheck,0,0,0,0
78,tt1618434,Murder Mystery,06-14-2019,Kyle Newacheck,0,0,0,0
2379,tt0489049,Fanboys,02-13-2009,Kyle Newman,"$688,529",862864.5428,0,0
3701,tt1731701,Barely Lethal,04-30-2015,Kyle Newman,"$6,075",6844.095,688529,101515.1506
226,tt1650393,C.O.G.,01-20-2013,Kyle Patrick Alvarez,"$55,301",64635.8088,0,0
1753,tt0420293,The Stanford Prison Experiment,07-17-2015,Kyle Patrick Alvarez,"$660,561",744188.0226,55301,7604.33827
1041,tt3364264,Public Schooled,04-27-2018,Kyle Rideout,0,0,0,0
1712,tt2370230,All Summers End,03-22-2018,Kyle Wilamowski,0,0,0,0
255,tt10499432,The Artist: Reborn,03-09-2017,Kyoung Won Kim,0,0,0,0
1833,tt1545685,Small Revolts,05-16-2013,Kyriakos Katzourakis,0,0,0,0
291,tt0479724,Naesaengae gajang areumdawun iljuil,10-07-2005,Kyu-dong Min,0,0,0,0
2645,tt1519644,Kkotgwa sijak,04-04-2013,Kyu-dong Min,0,0,0,0
1746,tt8574212,Herstory,06-27-2018,Kyu-dong Min,0,0,0,0
404,tt8865562,Mok-gyeok-ja,08-15-2018,Kyu-Jang Cho,0,0,0,0
276,tt1164666,E-jang-gwa-goon-soo,03-29-2007,Kyu-sung Jang,0,0,0,0
3980,tt1430633,1724 gibangnandongsageon,12-03-2008,Kyun-dong Yeo,0,0,0,0
2284,tt5161658,Bling,08-04-2016,"Kyung Ho Lee, Wonjae Lee",0,0,0,0
1825,tt0281718,Chingoo,03-31-2001,Kyung-taek Kwak,0,0,0,0
20,tt0475750,Typhoon,12-14-2005,Kyung-taek Kwak,"$139,059",186005.3184,0,0
1592,tt2063842,Tong-jeung,09-07-2011,Kyung-taek Kwak,0,0,139059,5254.189863
726,tt4791594,Geukbisusa,06-18-2015,Kyung-taek Kwak,0,0,139059,618.1501832
2435,tt7243750,Heesaeng boohwalja,10-20-2017,Kyung-taek Kwak,"$20,374",22093.5656,139059,148.417859
205,tt6472116,Bayoneta,03-29-2019,Kyzza Terrazas,0,0,0,0
352,tt11343564,Kalicharan 1988,05-06-1988,L. Raja,0,0,0,0
4322,tt11497412,Nan Avalai Santhitha Podhu,12-27-2019,L.G. Ravichandran,0,0,0,0
1789,tt0153012,The Thief & the Stripper,10-15-2002,"L.P. Brown III, John Sjogren",0,0,0,0
1039,tt3453734,Metamorphosis: Junior Year,03-04-2017,"Lacey Dorn, James Franco",0,0,0,0
2616,tt0175362,Zlatá slepice,07-01-1981,Ladislav Rychman,0,0,0,0
1310,tt10199590,Les misérables,11-20-2019,Ladj Ly,"$330,181",344114.6382,0,0
2385,tt0112951,To Have (or Not),12-27-1995,Laetitia Masson,0,0,0,0
2018,tt0126735,À vendre,08-26-1998,Laetitia Masson,0,0,0,0
2934,tt2294677,In a World...,09-13-2013,Lake Bell,"$2,963,902",3464208.658,0,0
2324,tt3234084,I Do... Until I Don't,09-01-2017,Lake Bell,"$280,668",304356.3792,2963902,831756.4987
869,tt11000040,Navaratri,09-27-2019,Lakshmikanth Chenna,0,0,0,0
2856,tt7529298,Attack,08-13-2021,Lakshya Raj Anand,0,0,0,0
2314,tt1820720,Tournament,12-25-2010,Lal,0,0,0,0
158,tt2181865,Cobra,04-27-2012,Lal,0,0,0,0
3078,tt0246833,Oru Maravathoor Kanavu,04-14-1998,Lal Jose,0,0,0,0
889,tt0376061,Pattalam,09-01-2003,Lal Jose,0,0,0,0
1230,tt1711471,Elsamma Enna Aankutty,09-10-2010,Lal Jose,0,0,0,0
1758,tt2210993,Spanish Masala,01-20-2012,Lal Jose,0,0,0,0
1300,tt2146836,Diamond Necklace,05-04-2012,Lal Jose,0,0,0,0
3873,tt2787096,Immanuel,05-09-2013,Lal Jose,0,0,0,0
719,tt3111680,Pullipulikalum Aattinkuttiyum,08-09-2013,Lal Jose,0,0,0,0
146,tt6789174,Velipadinte Pusthakam,08-31-2017,Lal Jose,0,0,0,0
3076,tt8962486,Thattum Purath Achuthan,12-22-2018,Lal Jose,0,0,0,0
553,tt13269124,Tsunami,03-11-2021,"Lal, Jean Paul Lal",0,0,0,0
2358,tt3669162,Ek Ka Jawab Do,01-01-1995,Lalit Kohli,0,0,0,0
3362,tt1591068,Prithibir Shesh Station,10-02-1993,Lalit Mukhopadhyay,0,0,0,0
1877,tt10532564,Gió Thiên Duong,02-10-2006,Lam Le Dung,0,0,0,0
134,tt10838180,The Matrix 4,12-22-2021,Lana Wachowski,0,0,0,0
2748,tt0133093,The Matrix,03-31-1999,"Lana Wachowski, Lilly Wachowski","$171,479,930",251080913.5,0,0
134,tt0234215,The Matrix Reloaded,05-15-2003,"Lana Wachowski, Lilly Wachowski","$281,576,461",388519200.9,171479930,408863.5737
3044,tt0242653,The Matrix Revolutions,11-05-2003,"Lana Wachowski, Lilly Wachowski","$139,313,948",192225385.5,453056391,633335.7488
418,tt0811080,Speed Racer,05-09-2008,"Lana Wachowski, Lilly Wachowski","$43,945,766",56000089.61,592370339,1868589.065
288,tt1617661,Jupiter Ascending,02-06-2015,"Lana Wachowski, Lilly Wachowski","$47,387,723",53387008.73,636316105,6808192.178
1663,tt0446673,Cup of My Blood,08-30-2005,Lance Catania,0,0,0,0
3840,tt3208026,Black '47,09-28-2018,Lance Daly,"$57,520",61161.016,0,0
499,tt0818226,Shoot First and Pray You Live (Because Luck Has Nothing to Do with It),02-09-2010,Lance Doty,0,0,0,0
214,tt1567279,Bluebird,02-27-2015,Lance Edmands,0,0,0,0
31,tt1833835,White T,05-14-2013,Lance Frank,0,0,0,0
1522,tt2375844,Fractured,04-17-2015,Lance Kawas,0,0,0,0
3639,tt3113448,All Stars,12-01-2015,Lance Kinsey,0,0,0,0
4606,tt0459421,Junked,02-22-2004,Lance Lane,0,0,0,0
2103,tt1756508,Exorcism,10-18-2014,Lance Patrick,0,0,0,0
3823,tt6498220,Another Plan from Outer Space,09-08-2018,Lance Polland,0,0,0,0
1409,tt0841032,The Perfect Holiday,12-12-2007,Lance Rivera,"$5,812,781",7529876.507,0,0
2244,tt0118742,Bliss,04-14-1997,Lance Young,"$294,064",442978.0096,0,0
2156,tt12764540,Based on Principle,12-05-2017,Lancelot Oduwa Imasuen,0,0,0,0
2389,tt1298628,Ceasefire,04-01-2010,Lancelot von Naso,0,0,0,0
1470,tt5664668,Courts mais GAY: Tome 9,04-20-2005,"Lane Janger, Katarina Launing, Rahman Milani, Frank Mosvold, Tom Petter Hansen, Kristian Pithie, Bastian Schweitzer, Falk Chrysologus Ulbrich, David Andrew Ward",0,0,0,0
1502,tt6263490,Getaway,04-14-2020,Lane Toran,0,0,0,0
998,tt0097003,Cage,09-01-1989,Lang Elliott,"$618,178",1035571.786,0,0
702,tt0139091,Cage II,12-14-1994,Lang Elliott,0,0,618178,68.04986843
2159,tt2459484,Rhapsody of Marriage,03-09-2012,Lang-Tsung Yang,0,0,0,0
2030,tt11318302,Sadha Nannu Nadipe,02-01-2020,Lanka Pratheek Prem Karan,0,0,0,0
1612,tt8510070,Summerland,09-14-2020,Lankyboy,0,0,0,0
1102,tt0119269,Heartwood,04-19-1998,Lanny Cotler,0,0,0,0
576,tt0265183,Fa tiao ping guo,12-03-1982,Lap Kuen Wen,0,0,0,0
389,tt1231287,Labor Pains,06-19-2009,Lara Shapiro,0,0,0,0
723,tt0977239,Trebuyetsya nyanya,02-02-2006,Larisa Sadilova,0,0,0,0
4300,tt0123953,The Lay of the Land,09-26-1997,Larry Arrick,0,0,0,0
1353,tt0116953,Mad Dog Time,11-08-1996,Larry Bishop,"$107,874",164777.535,0,0
2134,tt0411475,Hell Ride,01-17-2009,Larry Bishop,"$213,608",267693.5456,107874,2280.733186
421,tt0486665,Trail of the Screaming Forehead,06-08-2007,Larry Blamire,0,0,0,0
4652,tt0155944,Paranoia,06-01-1998,Larry Brand,0,0,0,0
3368,tt2387589,The Girl on the Train,02-25-2014,Larry Brand,"$3,124",3585.4148,0,0
3971,tt0319829,Masked and Anonymous,08-08-2003,Larry Charles,"$533,569",736218.5062,0,0
2165,tt1645170,The Dictator,05-16-2012,Larry Charles,"$59,650,222",70977799.16,533569,29709.07227
1013,tt6385768,3 Days with Dad,09-13-2019,Larry Clarke,0,0,0,0
1154,tt0084556,Q,10-29-1982,Larry Cohen,0,0,0,0
2581,tt0099026,The Ambulance,10-19-1990,Larry Cohen,0,0,0,0
2379,tt0092847,Deadly Illusion,10-16-1987,"Larry Cohen, William Tannen","$626,724",1076335.798,0,0
1259,tt0103805,Beyond the Law,04-22-1993,Larry Ferguson,0,0,0,0
2807,tt0454864,The Last Winter,09-24-2008,Larry Fessenden,"$33,190",42294.017,0,0
1285,tt7946216,Depraved,09-13-2019,Larry Fessenden,0,0,33190,20724.06833
2092,tt2325518,Beneath,03-31-2021,Larry Fessenden,0,0,33190,20724.06833
538,tt0414924,Cross Bronx,12-01-2007,Larry Golin,0,0,0,0
669,tt1935169,Love Evaluated,06-11-2011,Larry Greene,0,0,0,0
339,tt2079575,Sadistic,10-22-2011,Larry Greene,0,0,0,0
2954,tt2081335,Planet Dead,10-22-2011,Larry Greene,0,0,0,0
4095,tt2263520,Ride Along,08-11-2012,Larry Greene,0,0,0,0
3047,tt0115509,All Dogs Go to Heaven 2,03-29-1996,"Larry Leker, Paul Sabella","$8,620,678",13168085.65,0,0
1906,tt0096131,A Soldier's Tale,07-07-1989,Larry Parr,0,0,0,0
1342,tt0098660,Wired,08-25-1989,Larry Peerce,"$1,089,000",1824292.8,0,0
4060,tt0115651,Belma,01-19-1996,Lars Hesselholdt,0,0,0,0
2203,tt5598292,Polaroid,09-17-2019,Lars Klevberg,0,0,0,0
1280,tt0246514,Viktor Vogel - Commercial Man,04-12-2001,Lars Kraume,0,0,0,0
305,tt1545985,Die kommenden Tage,11-04-2010,Lars Kraume,0,0,0,0
537,tt4193400,Der Staat gegen Fritz Bauer,10-01-2015,Lars Kraume,"$288,483",325004.9478,0,0
1447,tt4966266,Familienfest,10-15-2015,Lars Kraume,0,0,288483,38236.5071
412,tt0115751,Breaking the Waves,11-13-1996,Lars von Trier,"$3,803,298",5809537.695,0,0
1943,tt0168629,Dancer in the Dark,10-06-2000,Lars von Trier,"$4,184,036",6037982.352,3803298,3244.893252
3148,tt0276919,Dogville,04-23-2004,Lars von Trier,"$1,535,286",2085993.088,7987334,14053.73799
1432,tt0342735,Manderlay,06-03-2005,Lars von Trier,"$78,378",104838.4128,9522620,6979.071037
3003,tt0870984,Antichrist,05-20-2009,Lars von Trier,"$404,122",506445.6904,9600998,1547.697908
491,tt1527186,Melancholia,05-26-2011,Lars von Trier,"$3,030,848",3670356.928,10005120,14349.55589
284,tt1937390,Nymphomaniac: Vol. I,03-06-2014,Lars von Trier,"$785,896",901972.8392,13035968,303451.4232
931,tt2382009,Nymphomaniac: Vol. II,03-20-2014,Lars von Trier,"$327,167",375489.5659,13821864,99271.87133
1521,tt0091087,Den frusna leoparden,08-29-1986,Lárus Ýmir Óskarsson,0,0,0,0
569,tt0896872,The Whistleblower,10-27-2011,Larysa Kondracki,"$1,124,966",1362333.826,0,0
76,tt1063598,Not Just an Ordinary Star,07-26-2007,Lasja Fauzia,0,0,0,0
985,tt0102590,Once Around,02-01-1991,Lasse Hallström,"$14,851,083",24251818.54,0,0
4447,tt0108550,What's Eating Gilbert Grape,03-04-1994,Lasse Hallström,"$10,032,765",15748431.22,14851083,1593.644288
2197,tt0114496,Something to Talk About,08-04-1995,Lasse Hallström,"$50,865,589",78770451.13,24883848,1478.530487
4635,tt0124315,The Cider House Rules,01-07-2000,Lasse Hallström,"$57,545,092",83043322.27,75749437,43997.73552
2337,tt0241303,Chocolat,01-19-2001,Lasse Hallström,"$71,509,363",101686314.2,133294529,66297.25563
1503,tt0120824,The Shipping News,01-18-2002,Lasse Hallström,"$11,434,216",16018193.19,204803892,115986.7353
2700,tt0350261,An Unfinished Life,09-16-2005,Lasse Hallström,"$8,586,392",11485157.94,216238108,53618.60814
683,tt0402894,Casanova,01-06-2006,Lasse Hallström,"$11,304,403",14882246.55,224824500,54781.05141
1120,tt0462338,The Hoax,04-20-2007,Lasse Hallström,"$7,164,995",9281534.523,236128903,101306.3676
2181,tt0989757,Dear John,02-05-2010,Lasse Hallström,"$80,014,842",98586286.83,243293898,185529.4222
2244,tt1441952,Salmon Fishing in the Yemen,04-20-2012,Lasse Hallström,"$9,047,981",10766192.59,323308740,3985799.056
164,tt1702439,Safe Haven,02-14-2013,Lasse Hallström,"$71,349,120",83392851.46,332356721,850422.962
1943,tt2980648,The Hundred-Foot Journey,08-08-2014,Lasse Hallström,"$54,240,821",62252190.26,403705841,6937795.894
2330,tt1753383,A Dog's Purpose,01-27-2017,Lasse Hallström,"$64,508,620",69953147.53,457946662,16612515.68
1050,tt5523010,The Nutcracker and the Four Realms,11-02-2018,"Lasse Hallström, Joe Johnston","$54,858,851",58331416.27,0,0
2370,tt0180748,I Kina spiser de hunde,09-10-1999,Lasse Spang Olsen,0,0,0,0
744,tt0235497,Jolly Roger,10-12-2001,Lasse Spang Olsen,0,0,0,0
1714,tt0246692,Gamle mænd i nye biler,07-12-2002,Lasse Spang Olsen,0,0,0,0
2458,tt0392049,Den gode strømer,04-16-2004,Lasse Spang Olsen,0,0,0,0
4139,tt0400538,Inkasso,10-22-2004,Lasse Spang Olsen,0,0,0,0
1649,tt0088154,Sortüz egy fekete bivalyért,05-16-1985,László Szabó,0,0,0,0
1883,tt3646344,Vergine giurata,03-19-2015,Laura Bispuri,"$4,636",5222.9176,0,0
1804,tt11205014,The Returned,10-08-2020,Laura Casabe,0,0,0,0
489,tt4499716,Lalaloopsy: Festival of Sugary Sweets,03-01-2015,Laura Gervais,0,0,0,0
3339,tt5797756,Barrage,07-19-2017,Laura Schroeder,0,0,0,0
1677,tt7688638,Good Girls Get High,11-08-2019,Laura Terruso,0,0,0,0
559,tt1991191,Surviving Family,08-15-2014,Laura Thies,0,0,0,0
1541,tt4506686,Many Beautiful Things,10-17-2015,Laura Waters Hinson,0,0,0,0
934,tt1236250,Gigola,01-19-2011,Laure Charpentier,0,0,0,0
706,tt5952594,The Mustang,06-19-2019,Laure de Clermont-Tonnerre,"$5,043,620",5256460.764,0,0
377,tt2960938,Out & Around,03-13-2015,"Lauren Fash, Ryan Suffern",0,0,0,0
360,tt11131464,The Novice,06-13-2021,Lauren Hadaway,0,0,0,0
2788,tt7170950,Like Father,08-03-2018,Lauren Miller Rogen,0,0,0,0
835,tt0496248,Rocker,11-09-2009,Lauren Patrice Nadler,0,0,0,0
438,tt0375920,The Libertine,03-10-2006,Laurence Dunmore,"$4,835,065",6365363.073,0,0
4200,tt0106999,Les gens normaux n'ont rien d'exceptionnel,11-10-1993,Laurence Ferreira Barbosa,0,0,0,0
469,tt0119391,J'ai horreur de l'amour,06-11-1997,Laurence Ferreira Barbosa,0,0,0,0
3610,tt0217132,La vie moderne,03-01-2000,Laurence Ferreira Barbosa,0,0,0,0
2061,tt0177068,Once in the Life,10-27-2000,Laurence Fishburne,"$54,780",79053.018,0,0
1526,tt0428541,Five Fingers,08-25-2006,Laurence Malkin,0,0,0,0
647,tt0485712,The Rules of the Game,02-18-2005,Laurens C. Postma,0,0,0,0
736,tt0438016,Exitz,05-03-2007,Laurens C. Postma,0,0,0,0
1873,tt1977737,Cover Story: The Ultimate Interview,10-12-2012,Laurens C. Postma,0,0,0,0
2527,tt0117815,Sélect Hôtel,02-19-1997,Laurent Bouhnik,0,0,0,0
1405,tt0229187,24 heures de la vie d'une femme,01-08-2003,Laurent Bouhnik,0,0,0,0
907,tt0184878,Les sanguinaires,01-07-1999,Laurent Cantet,0,0,0,0
3115,tt0220726,Ressources humaines,01-15-2000,Laurent Cantet,"$116,866",168649.3246,0,0
1471,tt1797348,7 días en La Habana,05-30-2012,"Laurent Cantet, Benicio Del Toro, Julio Medem",0,0,0,0
3026,tt0498091,Les animaux amoureux,12-19-2007,Laurent Charbonnier,0,0,0,0
2204,tt10971374,Chambord,10-02-2019,Laurent Charbonnier,0,0,0,0
557,tt0279494,Vertiges de l'amour,12-19-2001,Laurent Chouchan,0,0,0,0
1512,tt0847487,What My Eyes Have Seen,11-28-2007,Laurent de Bartillat,0,0,0,0
3717,tt0225410,Le coeur à l'ouvrage,07-12-2000,Laurent Dussaux,0,0,0,0
1435,tt0800135,The Colonel,11-15-2006,Laurent Herbiet,0,0,0,0
830,tt0091535,Les mois d'avril sont meurtriers,04-15-1987,Laurent Heynemann,0,0,0,0
358,tt10551904,L'origine du monde,09-15-2021,Laurent Lafitte,0,0,0,0
3271,tt4485178,Je suis un soldat,11-18-2015,Laurent Larivière,0,0,0,0
2711,tt0103011,Sushi Sushi,06-19-1991,Laurent Perrin,0,0,0,0
4133,tt0216523,30 ans,07-05-2000,Laurent Perrin,0,0,0,0
3029,tt1597522,Astérix & Obélix: Au service de sa Majesté,10-17-2012,Laurent Tirard,0,0,0,0
3169,tt4699388,Un homme à la hauteur,05-04-2016,Laurent Tirard,0,0,0,0
224,tt7064498,Le retour du héros,02-14-2018,Laurent Tirard,"$37,108",39456.9364,0,0
1468,tt0265932,Un jeu d'enfants,06-20-2001,Laurent Tuel,0,0,0,0
822,tt3982760,Le combat ordinaire,07-15-2015,Laurent Tuel,0,0,0,0
1118,tt2053378,Diary of a Drunk,12-28-2012,Lauri Maijala,0,0,0,0
1449,tt1604115,Veijarit,12-25-2010,Lauri Nurkse,0,0,0,0
2368,tt0425130,Init sa magdamag,09-22-1983,Laurice Guillen,0,0,0,0
1158,tt0412953,Magkano ang iyong dangal?,12-25-1988,Laurice Guillen,0,0,0,0
221,tt0433635,Santa santita,11-17-2004,Laurice Guillen,"$6,470",8790.789,0,0
3637,tt0423169,Sherrybaby,02-09-2007,Laurie Collyer,"$199,176",258012.5904,0,0
1401,tt5291792,Furlough,03-16-2018,Laurie Collyer,"$8,472",9008.2776,199176,88498.31851
1509,tt0139745,Wrestling with Alligators,01-18-1998,Laurie Weltz,0,0,0,0
3957,tt3252998,About Scout,03-11-2016,Laurie Weltz,0,0,0,0
3684,tt0277740,Naked Under the Moon,08-25-1999,Lav Diaz,0,0,0,0
2867,tt0303720,West Side Avenue,07-24-2002,Lav Diaz,0,0,0,0
3495,tt1482167,Eoddeon bangmoon,11-12-2009,"Lav Diaz, Sang-soo Hong, Naomi Kawase",0,0,0,0
2374,tt0106991,Three Summers,05-14-1993,Lawrence Ah-Mon,0,0,0,0
2650,tt0283469,Martin & Orloff,03-11-2002,Lawrence Blume,"$34,222",47941.5998,0,0
3903,tt0102825,Saajan,08-30-1991,Lawrence D'Souza,0,0,0,0
792,tt0106725,Dil Tera Aashiq,10-22-1993,Lawrence D'Souza,0,0,0,0
1219,tt0284811,Aarzoo,03-19-1999,Lawrence D'Souza,0,0,0,0
564,tt0086625,Young Warriors,08-28-1983,Lawrence David Foldes,"$238,534",429790.5612,0,0
394,tt10645682,The Jack in the Box,05-05-2020,Lawrence Fowler,0,0,0,0
1096,tt0239395,Cats & Dogs,07-04-2001,Lawrence Guterman,"$93,385,515",132794202.3,0,0
1220,tt0362165,Son of the Mask,02-18-2005,Lawrence Guterman,"$17,018,422",22763841.27,93385515,441314.0506
633,tt0249516,Foodfight!,02-12-2013,Lawrence Kasanoff,0,0,0,0
2825,tt0085244,The Big Chill,09-30-1983,Lawrence Kasdan,"$56,399,659",101620905.6,0,0
2335,tt0090022,Silverado,07-10-1985,Lawrence Kasdan,"$32,192,570",56646046.17,56399659,269.4712899
3181,tt0099819,I Love You to Death,04-06-1990,Lawrence Kasdan,"$16,186,793",26774574.3,88592229,893.7394091
4793,tt0101969,Grand Canyon,01-17-1992,Lawrence Kasdan,"$33,243,020",53584423.94,104779022,862.1448366
3529,tt0111756,Wyatt Earp,06-24-1994,Lawrence Kasdan,"$25,052,000",39324124.4,138022042,3521.215736
126,tt0113117,French Kiss,05-05-1995,Lawrence Kasdan,"$38,896,854",60235668.1,163074042,3691.874999
1807,tt0140397,Mumford,09-24-1999,Lawrence Kasdan,"$4,555,459",6670103.068,201970896,23552.51176
2439,tt0285531,Dreamcatcher,03-21-2003,Lawrence Kasdan,"$33,715,436",46520558.59,206526355,10900.03977
894,tt1730687,Darling Companion,05-24-2012,Lawrence Kasdan,"$793,815",944560.4685,240241791,1877712.195
4077,tt0109546,Temptress,04-04-1997,Lawrence Lanoff,0,0,0,0
676,tt2800400,Wild Canaries,02-25-2015,Lawrence Michael Levine,"$19,777",22280.7682,0,0
804,tt9601220,Black Bear,12-04-2020,Lawrence Michael Levine,0,0,19777,15596.53774
3190,tt0820858,Confessions,07-27-2007,Lawrence Page,0,0,0,0
2347,tt0445033,Mass,12-23-2004,Lawrence Raghavendra,0,0,0,0
740,tt1169270,Don,12-20-2007,Lawrence Raghavendra,0,0,0,0
3324,tt0978723,Style,01-12-2006,"Lawrence Raghavendra, A.V. Ratnam(co-director)",0,0,0,0
1074,tt10350922,Laxmii,11-09-2020,"Lawrence Raghavendra, Balakrishnan Thevar",0,0,0,0
699,tt1368858,The Forger,07-03-2012,Lawrence Roeck,0,0,0,0
1995,tt1966359,Father Figures,12-22-2017,Lawrence Sher,"$17,501,244",18978348.99,0,0
1600,tt4570788,The Right Eye 2,12-25-2015,Lawrence Xu,0,0,0,0
458,tt0875613,Rift,05-15-2011,LazRael Lison,0,0,0,0
1068,tt11056732,Never and Again,02-11-2021,LazRael Lison,0,0,0,0
2859,tt0096516,À corps perdu,09-30-1988,Léa Pool,0,0,0,0
59,tt0101706,La demoiselle sauvage,08-29-1991,Léa Pool,0,0,0,0
445,tt0148103,Set Me Free,07-28-1999,Léa Pool,"$74,052",108426.9384,0,0
3399,tt0313300,The Blue Butterfly,08-26-2004,Léa Pool,"$1,755,355",2385000.839,74052,252.2341441
723,tt1153111,Mommy Is at the Hairdresser's,05-02-2008,Léa Pool,0,0,1829407,23110.48098
1748,tt5039578,The Year of Spectacular Men,06-15-2018,Lea Thompson,0,0,0,0
564,tt1141702,I Believe in Unicorns,05-29-2015,Leah Meyerhoff,0,0,0,0
1409,tt0095212,Getting Even,02-09-1989,Leandro Lucchetti,0,0,0,0
827,tt4523530,Valley of the Gods,08-11-2020,Lech Majewski,0,0,0,0
23,tt0479181,Totally Baked,04-20-2007,Lee Abbott,0,0,0,0
2132,tt0341546,Replay,11-01-2003,Lee Bonner,0,0,0,0
429,tt2375671,The Shift,02-24-2015,Lee Cipolla,0,0,0,0
1792,tt0396857,Shadowboxer,07-14-2006,Lee Daniels,"$370,627",487930.4455,0,0
2855,tt1496422,The Paperboy,10-17-2012,Lee Daniels,"$693,286",824941.0114,370627,19689.75344
1823,tt1327773,The Butler,08-16-2013,Lee Daniels,"$116,632,095",136319592.6,1063913,48691.28278
158,tt8521718,The United States vs. Billie Holiday,02-26-2021,Lee Daniels,0,0,117696008,136368283.9
2160,tt0117718,The Spitfire Grill,09-06-1996,Lee David Zlotoff,"$12,658,486",19335837.37,0,0
3291,tt0248661,3 A.M.,07-01-2001,Lee Davis,0,0,0,0
2952,tt0996928,The Dead Sleep Easy,03-15-2008,Lee Demarbre,0,0,0,0
1653,tt1285010,Summer's Blood,11-10-2009,Lee Demarbre,0,0,0,0
1609,tt0368412,The Virgin of Liverpool,11-11-2005,Lee Donaldson,0,0,0,0
2259,tt4733736,Double Daddy,06-06-2015,Lee Friedlander,0,0,0,0
2908,tt3976234,Sal in Ja,01-15-2014,Lee Gi-Wook,0,0,0,0
256,tt0098383,Staying Together,11-10-1989,Lee Grant,"$4,348,025",7283811.48,0,0
627,tt0096465,World Gone Wild,04-22-1988,Lee H. Katzin,"$323,947",549511.2961,0,0
4603,tt0112574,The Break,09-01-1995,Lee H. Katzin,0,0,323947,51.58526487
1532,tt0167150,Restraining Order,04-30-1999,Lee H. Katzin,0,0,323947,0.02016891544
2044,tt10633456,Minari,02-12-2021,Lee Isaac Chung,"$3,110,580",3110580,0,0
584,tt1769363,The Giant Mechanical Man,04-27-2012,Lee Kirk,"$7,396",8800.5004,0,0
1362,tt4189494,Ordinary World,10-14-2016,Lee Kirk,0,0,7396,1479.100102
838,tt9765144,Gimyohan gajok,07-01-2020,Lee Min-jae,0,0,0,0
1686,tt6903078,Barracks,03-05-2015,Lee Sang-Bin,0,0,0,0
1821,tt0117107,Mulholland Falls,04-26-1996,Lee Tamahori,"$11,526,099",17606116.22,0,0
3043,tt0119051,The Edge,09-26-1997,Lee Tamahori,"$27,873,386",41988468.67,11526099,3373.001426
1408,tt0164334,Along Came a Spider,04-06-2001,Lee Tamahori,"$74,078,174",105339163.4,39399485,33506.24213
3755,tt0246460,Die Another Day,11-22-2002,Lee Tamahori,"$160,942,139",225463842.5,113477659,120113.2017
2332,tt0329774,xXx: State of the Union,04-29-2005,Lee Tamahori,"$26,873,932",35946571.44,274419798,749681.5938
3042,tt0435705,Next,04-27-2007,Lee Tamahori,"$18,211,013",23590546.24,301293730,248882.455
1301,tt1270262,The Devil's Double,09-08-2011,Lee Tamahori,"$1,361,512",1648791.032,319504743,673404.8557
1727,tt1183921,The Vicious Kind,01-17-2009,Lee Toland Krieger,0,0,0,0
1852,tt1405365,Celeste & Jesse Forever,08-03-2012,Lee Toland Krieger,"$3,094,813",3682517.989,0,0
1957,tt1655441,The Age of Adaline,04-24-2015,Lee Toland Krieger,"$42,629,776",48026705.64,3094813,433244.5589
4172,tt0435761,Toy Story 3,06-18-2010,Lee Unkrich,"$415,004,880",511327512.6,0,0
